Model,Rating,Title,Review
Samsung Galaxy M30,2,Average product,After updating to android10 it is hanging....only 500mb ram is free for use
Samsung Galaxy M30,4,Samsung  M30,Expected more from Samsung... Great overall quality of the phone...
Samsung Galaxy M30,5,Good smart phone,Good product 😃
Samsung Galaxy M30,5,Nice mobile,Ok
Samsung Galaxy M30,3,Samsung,battery and performance are okay
Samsung Galaxy M30,5,Nice deel by amazon,Good
Samsung Galaxy M30,3,Amozon is not for Good web sites no return my product,Not good for this phone
Samsung Galaxy M30,4,It's good,Sometimes it hang too much
Samsung Galaxy M30,3,Pankaj mehra,Camera quality is not batter. Performance is batter. Battery quality is not batter
Samsung Galaxy M30,1,Don't Buy Bad Mobile m30 even i have dought on Samsung mobile,"What is this camera is bad compare to real me mobile also having problem with google play they said Samsung using uncertified os , can't work google pay"
Samsung Galaxy M30,3,Networking issue,"Networking issue. ""it can be from operating systems."""
Samsung Galaxy M30,4,Good,Good nice
Samsung Galaxy M30,1,So sad performance,Not real work
Samsung Galaxy M30,5,Nice,really nice
Samsung Galaxy M30,5,Good product 👍,Nice product 👍👍👍
Samsung Galaxy M30,1,Very bad,Very bad dont purchase it
Samsung Galaxy M30,5,Worthy of the price!!! Great so far...,"I love the premium screen quality and the battery life of this phone. I have been a loyal Samsung user and this is with no doubt a good worthy mid ranger. Built wise I am a little off about the plastic make butg it does not feel that poor in look. The glossy back is however not fingerprint resistant so you will definitely need a good back case (good for phone case lovers). Thge fingerprint sensor is okayish, there is a little delay in response sometimes. As far as the operating system is concerned it is fine but again 'sometimes' there is heavy hanging. No heating issues so far and I really appreciate that about Samsung and also believe their low radiation emission is indeed true, shows concern for customers health. Gaming is average anyway I could satisfactorily play(not a heavy gamer though). Camera quality is just above average in low light settings but awesome in good and natural light setting. Speakers are fine too. So I guess I have covered all the basic stuff about the phone. Overall I love it and touchwood about the battery life... I am expecting a long battery life😅🤞🤞🤞"
Samsung Galaxy M30,4,It is a nice item,Battery will not stay longer
Samsung Galaxy M30,5,Very Good Smartphone,"1.Samsung M30 is really very Good product with Super Amoled Display having 403 Ppi.
2.Good Performance at this Range."
Samsung Galaxy M30,1,Hanging,Hanging
Samsung Galaxy M30,5,Avishek,Good product
Samsung Galaxy M30,4,Satisfaction,Good quality at offer price. Camera quality better. I think it's a budget phone.
Samsung Galaxy M30,5,Good prodak.,Good prodakt.
Samsung Galaxy M30,4,Good one,Battery life is not how I expected for 5000mah battery
Samsung Galaxy M30,5,Super fast delivery,Super
Samsung Galaxy M30,5,Very nice phone,Best camera and battery life in modal
Samsung Galaxy M30,5,Best phone for daily use,"The phone is quite decent ... I think this is the only phone which provide all mantastic features like AMOLED display, 5000mah battery , Android 10 , AOD( always on display ) ...
Only disappointed on the fingerprint ... It is placed in same plane of the back body .. so it is difficult to find it ... This was bought for my aunt .. it is the second time .. im buying samsung phone ... First one was from Z series which was horrible ... But this worth every money ... good battery backup ... Over all best phone under 10 k"
Samsung Galaxy M30,1,Don't buy 3 gb ram version samsung m30,It struck (frezzes) phone after installing apps .  Based on the ram 3 gb it is worst phone .
Samsung Galaxy M30,1,Refurbished phone / not original,It's been just 2 weeks.. phone starts getting stuck (hang) and now only black screen is visible ... They delivered the refurbished product and I an going to complain on consumer court about this retailer...
Samsung Galaxy M30,5,Excellent Mobile,Excellent
Samsung Galaxy M30,5,Battery backup need to be fine tuned more.,Camera quality is not that good.
Samsung Galaxy M30,5,Samsung,Satisfied
Samsung Galaxy M30,5,Thank for Amazon,"Nice camera quality
Battery is good
Look like good"
Samsung Galaxy M30,5,Good,So good
Samsung Galaxy M30,5,I got m30 😀,"Its has slow fingerprint and its begins slightly
hang when i play pubg in these"
Samsung Galaxy M30,1,Always going hang,After 6 month use this is giving so many problem like quick battery drain always going hang and operating is too slow never go for Samsung
Samsung Galaxy M30,3,Nic,Good
Samsung Galaxy M30,4,SM30,Simply happy with the product
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,5,Noce,Good life
Samsung Galaxy M30,4,Don't buy it for the camera,"Camera is not so great, its super average if not a little worse."
Samsung Galaxy M30,5,Gud and fast,"Nice
Low prices best mobile"
Samsung Galaxy M30,4,Overall good product,Ok good
Samsung Galaxy M30,4,Nice,Camara is not good otherwise very good even very very good
Samsung Galaxy M30,2,Phone  lot of time hàng,Very bad phone  lot of time  hang
Samsung Galaxy M30,5,Good,Very Nice
Samsung Galaxy M30,1,Not Satisfied,Phone still hangs not satisfied with performance not a good deal
Samsung Galaxy M30,1,Don't buy this cell phone,"Camera quality is poor and battery life is 12 hours .
Not suggested to buy
Note is not working . Pathetic phone
Automatic shutting down .
Voice quality is poor"
Samsung Galaxy M30,3,My fever Samsung,Best camera battery best 2 din ka backup
Samsung Galaxy M30,4,Phone is good.. worst ever packing..,Phone performance is good overall.. *worst packing by the seller* . didn't even wrap it with the air bubbles sheet.. simply kept the phone box inside plastic cover and delivered.. worst ever I've received in online shopping.. even clothes would get packed good these days.. all the corners of the box were damaged..
Samsung Galaxy M30,1,Touch screen malfunction,"I got this product with high hopes frm Samsung, but now touch screen has stopped working. I didnt had such problems even with MI phones."
Samsung Galaxy M30,4,Nice,Product is nice
Samsung Galaxy M30,5,Impressed..,It's a very good phone at this price.
Samsung Galaxy M30,1,Display problem,My phone is not working properly now... display is out...what can been done
Samsung Galaxy M30,2,"Anyone who wants to waste their money, can buy Samsung","Even after spending Rs.18000/- the same problems I'm facing which we used to face earlier and it's getting switch off automatically after every one or one Nd half hour & takes more than 10 mints to restart. The battery capacity is 5000mAh which is only for the name sake, which will not long last for one full day (24hrs) .. So, my suggestion is if you want to buy smartphone, plz don't buy Samsung.."
Samsung Galaxy M30,4,Good,Finger print os good but face lock was littile late.good camera and exciting battery life.sysytom got slow after updating software
Samsung Galaxy M30,4,Good,Good
Samsung Galaxy M30,5,Must Buy,Good Phone at a reasonable price!!!
Samsung Galaxy M30,4,All is good but not better,Camera quality is not better
Samsung Galaxy M30,5,Good product,Good product at an affordable rate.must buy product...
Samsung Galaxy M30,5,Superb product,Superbbbbb
Samsung Galaxy M30,3,Good for daily work not for gaming,"Review after 10 days
Pros
Battery life is good, front camera is good, back camera is not so good as mi have in this rate but sufficient for daily work, fingerprint sensor , amoloyed display is key feature.
Cons
Exynos processor not upgraded, speed is slow, after 10 days, even some apps takes time to open"
Samsung Galaxy M30,1,Major product fail.,"Samsung made a huge blunder by releasing this phone. To cover up for it Samsung released M30S.
Do not buy Samsung M30"
Samsung Galaxy M30,4,Very good,Excellent product in this price
Samsung Galaxy M30,5,Nice phone,Nice camera and battery quality
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,4,Value for money,True value for money...
Samsung Galaxy M30,1,Not good. Mobile getting hang.,After a Month the mobile started getting hang.. it's not working properly and getting slow. Not able to receive the calls.
Samsung Galaxy M30,4,Simple,Good Samsung phone at this price
Samsung Galaxy M30,3,Bad,Mobile hang problem... from the starting of the day i bye...
Samsung Galaxy M30,1,Produt not good like prices,"Product not ,good, not proper finger sensor work,some time mobile ringing but no read that person name and 3 to 4 time recive call butvno work,Like hang"
Samsung Galaxy M30,3,Damaged product,"My box was completely damaged, where should I complain about this?"
Samsung Galaxy M30,4,S,12
Samsung Galaxy M30,5,Good,Very good
Samsung Galaxy M30,5,Samsung,Nice phn
Samsung Galaxy M30,1,Really Disappointed with this Device. 👎,"I Buy this Phone 3 Months ago and Now it's not working properly.
Now it keep hanging all the day even the screen get blank every time i call someone.
I am totally not satisfied with this Device and i suggest you guys please don't buy this. It keep hanging all the time.
Not a value for money product."
Samsung Galaxy M30,5,Value worth product,"No dislikes,  all good"
Samsung Galaxy M30,2,Not worth for money,"Not good compared to other products.
Only display and battery are good."
Samsung Galaxy M30,4,Good screen,Ok phone
Samsung Galaxy M30,5,Nice handset,Worth for the price paid.
Samsung Galaxy M30,1,Just wastage of money,"Screen has broken after 1.5 feet fall..dont buy this phone..after 3 mth use,it hangs frequently"
Samsung Galaxy M30,5,timely delivery,very good product
Samsung Galaxy M30,1,Battery gets drained out too soon and mobile set heats up.,Within a month of receiving the mobile phone I found it gets heated up after a short talk or net surfing. I thought it's a temporary problem. The battery gets drained out too soon even when it's not in use. Try to exchange the mobile phone.
Samsung Galaxy M30,5,worth,very good choice
Samsung Galaxy M30,4,M30,Value for money
Samsung Galaxy M30,5,Nice phone,Nice product. Was surprised by the size of the screen  that took a little getting used to.
Samsung Galaxy M30,5,Good,Nice
Samsung Galaxy M30,5,Good phone,Good
Samsung Galaxy M30,4,Great budget mobile,Worth for money
Samsung Galaxy M30,5,Awesome piece,Over all mobile is too good
Samsung Galaxy M30,5,All good,Good product
Samsung Galaxy M30,5,Nice mobile,Great deal
Samsung Galaxy M30,1,Not for good reason always so keep stopping,App keeps stopping problem is always????
Samsung Galaxy M30,5,Nice,Nice
Samsung Galaxy M30,5,Samsung is good,Phone is good
Samsung Galaxy M30,4,Great phone under budget,"Everything is good about this phone, specially for those who are on a budget.
I have been using it from almost 2 months.
Still working great facing no issues.
Happy with the product 👍"
Samsung Galaxy M30,3,A good option for elders...,"Fingerprint is very slow
Battery is fine
Camera also works good, but not the same in night times
Face unlock is ok
Worst thing is that only 3 fingerprints can be stored
No issues with display.... Its flawless
Over all performance is good
It could certainly be recommended for elders..."
Samsung Galaxy M30,2,just average,"the most user unfriendly phone i have used in the recent times. This phone is stranger if you are used to xiomi, huawei etc... because the controls are unecessarily complex. I had huge hopes for it but it has disappointed me"
Samsung Galaxy M30,4,Good phone,Budget friendly
Samsung Galaxy M30,5,Vdh,Bice
Samsung Galaxy M30,5,Nice phone,Ok
Samsung Galaxy M30,5,Nice to have it.,This is amazing mob. Nice one. You can buy it.
Samsung Galaxy M30,5,Best performance,All application are working beautiful ...
Samsung Galaxy M30,2,Average,Good but Not Very good
Samsung Galaxy M30,2,Laggy,"Lagging too much
I'm very disappointed by it."
Samsung Galaxy M30,1,Pathetic phone Samsung M30,Bought this product one month back but it is not functioning at all.Display is all faulty and the phone freezes every 10 sec.Total wastage of money.Never ever buy this phone.
Samsung Galaxy M30,5,I like it,I like it to Samsung m 30
Samsung Galaxy M30,5,Just awesome!!,Very good product!! .worth for money!!
Samsung Galaxy M30,1,useless phone,"Please do not buy this product
1. it has issues when you are using 2 4G sims cards you phone stars giving you issues. you are out of coverage area most of the times
2. the slot that carries the sim cards has issues too... that also is one the reason you will find your self not rechable when someone calls you and you have to restart your phone multiple times in a day
3. customer service will follow the policy and even if you tell them the hardware problem, they will only update the software as per their policy and ask you to visit again and again..
4. part replacement is also not instant.
Overall a very BAD experience with SAMSUNG M30"
Samsung Galaxy M30,2,Display board is very much slow,"This product displays are very I purchased this 4 th December 2019.
Key board appears so late. All apps and camera are clumsy and off most of the time. No good in general. Only battery life is good I thought of returning but  returning date is over"
Samsung Galaxy M30,5,Phone is good for battery and display,I m using this before 5 months and this is very good for me
Samsung Galaxy M30,1,Very much disappointed,When I purchased this phone the next day I called the sales person and informed that it is getting hot while charging but he informed that as it is new it is so will change when u start using it. And now mic is not working. When took the phone to Samsung center they are informing that it is tower problem. Apps are not installing. Even when phone is not in charge it is showing as it is in charging. In center they have just formatted the mobile and returned me back. This is a worst experience for me. As my last phone was Samsung I preferred to purchase. But my colleagues told me that it is a wrong choice.
Samsung Galaxy M30,5,Fine,Smart look
Samsung Galaxy M30,5,Class,Very good
Samsung Galaxy M30,3,camera not working my phone,camera not working my phone  how to claim warranty for my mobile
Samsung Galaxy M30,5,long battery,well priced fone with an awesome battery.. a little on the slower side in terms of processor.. but in all excellent fone with great battery and awesome screen display..
Samsung Galaxy M30,1,Battery is not good,Battery power backup is not good. It's draining fast....
Samsung Galaxy M30,1,Never to consider Amazon.. only one out of ten items will be better.  .,Very bad experience.. it was okay for first few days in the beginning and followed by hanging issue quite frequently and finally stopped working totally..
Samsung Galaxy M30,4,Samsung m30normal usage kk,Normal Mobile
Samsung Galaxy M30,5,Excellent product,Excellent product
Samsung Galaxy M30,5,Good phone,Good phone
Samsung Galaxy M30,4,Nice phone,"Osme phone ,,camera & battery is to better,,, performance  is week"
Samsung Galaxy M30,5,Good,Good phone
Samsung Galaxy M30,5,Samsung m30,Very nice
Samsung Galaxy M30,5,Nice,Very very good phone
Samsung Galaxy M30,3,Poor quality,Product is not up to mark camera clarity is not so good
Samsung Galaxy M30,1,Very poor network catching,Useless
Samsung Galaxy M30,4,Good,Good
Samsung Galaxy M30,4,AVERAGE usage phone only.,Best thing about this phone is display quality and good mobile under 10k budget. Feels and experience about phone is also good.
Samsung Galaxy M30,5,Good product,Samsung m30 display battery camera good
Samsung Galaxy M30,5,Happy to it,Phone is very nice
Samsung Galaxy M30,1,Worst product manufacturing and fake reviews,"Worst product. 1st Phone overheating for a call  > 10 minutes and that impacting ear for half an hour.
2nd not able to grab signal and is grabbing 1 or 2 sticks which is creating voice issues during call.
These problems listed on the Smartcheck test app given by Amazon as well (app meant for rejecting return policy) surprisingly  those reviews are not seen here. These reviews are paid/managed not genuine."
Samsung Galaxy M30,5,Very nice product,Very nice product .
Samsung Galaxy M30,1,Not to buy,Charging issue after 3 months...Charger got repaired..have to invest another 1400 rs to buy it. PERFORMANCE ISSUES ARE EXISTING IN THE MOBLIE for screen navigation.
Samsung Galaxy M30,4,4 Star,Product is best but camera can better.
Samsung Galaxy M30,5,Phone is just awesomw,Excellent mobile
Samsung Galaxy M30,5,Good phone,Good phone...good resolution...
Samsung Galaxy M30,4,Good buy,Nice phone
Samsung Galaxy M30,5,Nice mobile,Nice mobile. Good quality
Samsung Galaxy M30,1,Worst performance  phone ever used.,"The phone is below average. Phone lags in most of the app and some times wondering if am using Nokia 6600, right from calling a contact to playing a game, I have wait for 10 sec. I regret  buying  this phone.."
Samsung Galaxy M30,3,Value for money,Camera is not good
Samsung Galaxy M30,5,M30,Cheap and best phone ever
Samsung Galaxy M30,1,Poor performance,Started hanging after using it for 2 months
Samsung Galaxy M30,4,Value for money,Very good phone with lot of features and not too much cost
Samsung Galaxy M30,5,Samsung Rocks,I am happy after 3 months use. The phone is really good value for money.
Samsung Galaxy M30,3,Missing charger,"Charger missing durring delivery.
Please help us"
Samsung Galaxy M30,4,Good Mobile,Under 10 k it is batter buy
Samsung Galaxy M30,4,Battery life awesome,Battery life supper
Samsung Galaxy M30,3,Not very satisfactory,Charging is comparatively slow. Not as expected. And mobile is bulky too.
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,2,Hang issue,This phone is hanging after 3 Months.even I don't use any extra applications on the phone.
Samsung Galaxy M30,4,Super Product 👌,Best !
Samsung Galaxy M30,5,Good,Like
Samsung Galaxy M30,3,Hangs frequently,"After some time the phone becomes slow in operation
Sometimes when call comes nothing is visible on screen but phone is ringing
Hangs frequently"
Samsung Galaxy M30,3,The product doesn't worth that much money,"In the past I used to have faith in Amazon by buying this product I have lost complete faith on it.While i had booked i had got a dead piece so i have raised a complaint the piece was exchanged by the way the exchanged piece is also default piece.The phone is hanging a lot,Battery backup is also not upto the mark and the main reason I had written the review is that the touch is not happening the sensor is not working.And the camera quality is not that much effective.And the speaker is also not working."
Samsung Galaxy M30,4,Worth buying for normal users...,Worth buying.
Samsung Galaxy M30,1,Year phone not give,Why you not give the year phone with mobile
Samsung Galaxy M30,1,Flop show phone by Samsung..,"Dont buy this phone.
This is a flop phone by Samsung..
None of the features work up to the satisfaction..
Was there a less star than one  I would have given that.."
Samsung Galaxy M30,5,Thik thak,So happy
Samsung Galaxy M30,3,this price good mobile,nice
Samsung Galaxy M30,5,Budget King!,Very best smartphone for budget price. That also in amoled display.. very satisfied with the product!
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,1,Worst Phone Ever,"One of the worst phone i have ever seen. I gifted this phone to my mom and it started hanging as well as so much lag even while taking up the call.
Don't buy this phone ..."
Samsung Galaxy M30,5,👌,Samsung phone
Samsung Galaxy M30,4,Software update camera improved slow motion,Fingerprint sensor improve & camera
Samsung Galaxy M30,2,UI is getting stuck,"Its around 1 month now since I bought, and its getting slow now. Specifically the calling options."
Samsung Galaxy M30,5,Excellent phone.,"Excellent battery life , camera.Six months since i purchased it no issue of any type"
Samsung Galaxy M30,5,Good product,No dislike
Samsung Galaxy M30,5,Fair,Great
Samsung Galaxy M30,4,can buy,product is ok
Samsung Galaxy M30,5,Nice phone,That's all feature are good.
Samsung Galaxy M30,5,You'll never run out of battery with this phone,"I bought this phone for my dad who is a fairly heavy user. He's really happy that the battery lasts an entire day without recharging in the middle of the day. The fingerprint scanner and it's placement on the backside could've been better, but it's not terrible either. The OLED screen is absolutely gorgeous. Bright, easily visible even outdoor in bright sunlight. It is also surprisingly well calibrated for a phone at this price point with whites being pretty accurate (not cool/warm, just right)."
Samsung Galaxy M30,5,Go for it..,Nice smartphone from Samsung..
Samsung Galaxy M30,3,Avg,Okay
Samsung Galaxy M30,4,Amazing Amazon,This product is very good and very reasonable for money thanq Amazon and thanq Samsung  🙂
Samsung Galaxy M30,5,Good mobile,Good
Samsung Galaxy M30,5,Good to buy,Nice and slim phone with advance screen and smooth functioning
Samsung Galaxy M30,5,Nice camera,Nice
Samsung Galaxy M30,1,Do not buy,Very bad
Samsung Galaxy M30,5,Bindas it.,Very lovely.
Samsung Galaxy M30,5,Wonderful,Just Wander!
Samsung Galaxy M30,2,hang on always,dislike
Samsung Galaxy M30,5,good in budget,its look and ui
Samsung Galaxy M30,4,Below average camera quality,"Camera quality is below average
other than that good product"
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,3,Okay,Camera
Samsung Galaxy M30,2,Hanging problem,Mobile started hanging after 6 months of usage....and too slow to use it
Samsung Galaxy M30,4,Good,Product is good
Samsung Galaxy M30,5,Samsung m30,Good phone
Samsung Galaxy M30,5,Good budget mobile,After using it for 6 months all is good i am satisfied.
Samsung Galaxy M30,4,Reviews after use of months,It's ok
Samsung Galaxy M30,3,Excellent,"Fingerprint reader to good, camera quality also good, battery life is excellent"
Samsung Galaxy M30,4,Good one.,Display is really nice.
Samsung Galaxy M30,5,Camera battery..and phone top class for Samsung,Awesome mobile phone..and I'm satisfied..
Samsung Galaxy M30,1,Worst display ..breaks easily,Guys m30 is good mobile..but the display front is very cheap..if you fall the mobile  it will break  easily ..it is not like  gorilla  glasss...very cheap quality  glass. Camera is also cheap quality..battery is good enough...performance expect browsing  is good
Samsung Galaxy M30,1,Worst damage,"It's very worst situation that faced with in three months the panel board was repaired . I contacted manufacturer, they rejected no warranty.  I need suggestions for further course of action. Actual phone cost 10000 he asked me 7000 for repair how just it is."
Samsung Galaxy M30,3,Excellent,Good phone
Samsung Galaxy M30,5,Superb,Batter power is superb. Overall its an awesome mobile
Samsung Galaxy M30,5,Good business phone,"Very good product. Good battery life, works perfectly as claimed in product details. Value for money. Thanks to amazon for prompt delivery. No need to worries abot battery charging. Charges very fast just 30 minutes are enough to charge for full day use. Thin enough and lightwaight , small enough for day to day usage and big enough to comfortable viewing. Game play and video quality is good and smooth play. Very good as business phone."
Samsung Galaxy M30,5,Value for money,Value for money
Samsung Galaxy M30,3,Not as expected,"Camera quality not up to the mark, as expected."
Samsung Galaxy M30,4,Super,Nice
Samsung Galaxy M30,2,Not happy with this product.,It had almost one month I m using this phone and i m facing mobile hang problem. Not happy with this product.
Samsung Galaxy M30,5,Camera,Camera quality is average...Not good....
Samsung Galaxy M30,4,Average,"Average mobile, battery is good but camera quality is quite low,"
Samsung Galaxy M30,4,Good phone at a reasonable price,"Good phone at good price, works fine for regular usage to make calls, using internet, camera quality is average, bit bulky n lengthy, difficult to handle it in 1 hand, pops out of regular sized men's shirt pocket. So far good."
Samsung Galaxy M30,2,poor performance,Phone works very slow within 20 days of purchasing even it has 3gb ram(my ex-phone also had 3gb but that would work better)...you can keep only 6-7 apps if u wanna good speed otherwise it gets too slow....also it shows incoming calls very late on display..see other phones
Samsung Galaxy M30,4,Good,Its good
Samsung Galaxy M30,5,Very very nice product,Very very nice pic
Samsung Galaxy M30,5,nice function,good camera and battery
Samsung Galaxy M30,3,Phone software not good,Pandrive isn’t spurted
Samsung Galaxy M30,1,M30=kuda,"Its a very bad phone in samsung series.
Im face many problems. Hangging , call recieving, gaming n much more.
Dont buy anyone plz."
Samsung Galaxy M30,5,Good,Nice camera and battery very nice
Samsung Galaxy M30,1,Complete CRAP!!,Samsung should stop 3GB phones with their current software level. Its crap. Never buy Samsung phone in this price range. Complete CRAP!!
Samsung Galaxy M30,1,Waste mobile,It was worst mobile phone that I have seen
Samsung Galaxy M30,5,In this range it is good,Ek 1 Number 👌👌👍
Samsung Galaxy M30,5,Heads up for camera,"Battery life is average after few months
Camera is excellent . You will forget other camera"
Samsung Galaxy M30,4,Review,Battery durable
Samsung Galaxy M30,5,Nice,Nice
Samsung Galaxy M30,1,Screen issues within 12days of use,Within 12days of delivery product showed screen issues ... Like touch is not working and even screen is going blank for first 10secs of a incoming call.... Need replacement
Samsung Galaxy M30,1,Slowest phone.,Super slow phone. Hangs unlimitedly. It's really not worth the money. Please don't buy and look for other options. Phones under 10K performs much better.
Samsung Galaxy M30,5,EXCELLENT,BEST IN CLASS
Samsung Galaxy M30,5,Excellent phone ....nice display and battery,Mast phone hai bhai
Samsung Galaxy M30,5,Very best mobile phone and value for money,It is very nice mobile phone
Samsung Galaxy M30,5,Awsm product,Awsm
Samsung Galaxy M30,3,Poor performance of this phone.,"I bought 3/32 before 2 month ago. After 2 month uses its gone slow. Sometimes apps stop working like savan,gaana, etc. Very poor experience with M30."
Samsung Galaxy M30,4,Mobile,Nice n budget phone...
Samsung Galaxy M30,1,"Once it was dropped, since then it is hanging again and again.","Once it was dropped, since then it is hanging again and again."
Samsung Galaxy M30,4,Ok,Ok
Samsung Galaxy M30,1,Worst product of Samsung,Worst product by samsung..out of 3GB ram only 600mb is available..extremely slow and poor in performance..was not expected from Samsung..im feeling cheated..
Samsung Galaxy M30,1,"Worst product, don't buy anybody","Don't buy this one,  The mobile have lot of heat during charge and connect to net,  I think it's a duplicate one,  I recommend the Amazon team to remove the concern seller from your sellers list, Totally damage the Samsung company name."
Samsung Galaxy M30,4,M30 mobile,Vv good no issue
Samsung Galaxy M30,4,Worth for money,Worth for money
Samsung Galaxy M30,4,Good phone with medium price.,"Battery, display, fingerprint,looks are good but camera quality is average."
Samsung Galaxy M30,4,Super,Ok
Samsung Galaxy M30,4,Good One value for Money,Nice product but needed to update cam. Quality
Samsung Galaxy M30,2,Not good.,Camera is good. Fingerprint reader is good. But phone has stopped performing. Need help.
Samsung Galaxy M30,1,Bad experience,"After 3 month usase, I am very disappointed, bad experience, only battery and display wise good but software wise it is too bad..normal camera, too many lag occurs at the time of normal usase.. Forgate to play games in this mobile.."
Samsung Galaxy M30,5,Nice decent phone with a huge battery life,Overall a good phone withe the price range
Samsung Galaxy M30,5,Good phone for daily uses and video streaming,"Finger print fine , camera good, battery super, picture and screen quality super"
Samsung Galaxy M30,1,Exchange the phone,I want to change the product.mobile package seal was broken.please do proper
Samsung Galaxy M30,4,Good,Nice phone
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,5,Hang,Product is not working very bad experience
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,5,Must buy,Meet expectations.
Samsung Galaxy M30,1,Mobile Hardware Quality not is good,"After 6 months of purchase, the mobile camera has a problem. After camera repair in services station there is motherboard in mobile.  After motherboard repair in services station there is again camera  clarity problem. And The company says that Mobil not exchange in any circumstances. So, I think ""M""  series mobile phone is not good."
Samsung Galaxy M30,5,Best phone,"Best product but camera and fingerprint sensor is not good ,there battery backup is very good
Under 10k smart phone is m30 very very good like display  and meny more contains"
Samsung Galaxy M30,3,nice phone,there is no slomotion even if there is 3 camers
Samsung Galaxy M30,5,Great product,Wonderful phone
Samsung Galaxy M30,4,It's worthy,It's worthy
Samsung Galaxy M30,5,Nice,Super Smartphone Battery Life Good
Samsung Galaxy M30,5,Galiz,Worst
Samsung Galaxy M30,5,Nice,Camera  quality is fair
Samsung Galaxy M30,5,This phone is really good.. Battery performance is excellent.. Very smooth.. I like it,Very good
Samsung Galaxy M30,3,Review on Samsung M30,Camera quality is good. Battery life is better than other mobiles.
Samsung Galaxy M30,4,Nice Phone According To My Requirement.,"The product is good but it doesn't contain notification light, vibration on touch. Both Camaras are not so great at outdoors but good at room light. Long Battery. Face unlock is not so great at dim light."
Samsung Galaxy M30,5,Very good,Good
Samsung Galaxy M30,5,Super,Super
Samsung Galaxy M30,1,Worst phone,Phone is not working
Samsung Galaxy M30,5,Super,Very nice mobile @ this price
Samsung Galaxy M30,5,Not nice waste of money,Charger is missing
Samsung Galaxy M30,4,Nice Phone,Battery backup is not much as expected.  if it was Google One OS Backup would be higher. Mi a3 (4100 mAh) is getting same battery backup as that of samsung galaxy m30. Camera is good. Overall performance is good though it sometimes hangs.
Samsung Galaxy M30,1,Extremely Slow just after months ! Not worth it,"After just 3 months have become extremely slow. No heavy games etc... installed.
Recent updates have made camera and few other apps even slower.
Seems budget MI phones software is better designed than samsung.
Fingerprint reader doesn't work properly. Noticable lag in unlocking
Won't recommend it !"
Samsung Galaxy M30,1,Defective piece,Its getting struck. Unable to operate properly. I recommend not to buy this product.
Samsung Galaxy M30,5,Very good mobile,Very good
Samsung Galaxy M30,5,Nice,Nice phone set Galaxy M30
Samsung Galaxy M30,5,Good,Overall good
Samsung Galaxy M30,1,Phoine hanging Issue,I suggest don't go for samsung any model phones.Phones will have hanging issue after usage of 6months.Worst software quality
Samsung Galaxy M30,5,Nice,Nice mobile
Samsung Galaxy M30,1,Display got broken within 30days.,"Very poor quality, display got cracked within 30days. If I go to Samsung service centre. They are saying, warranty will not cover for display."
Samsung Galaxy M30,3,Good with single sim,The phone has become so slow while using with 2 sim cards.with single sim the functionality is good.
Samsung Galaxy M30,5,Awesome,Awesome...
Samsung Galaxy M30,5,Nice,Nice
Samsung Galaxy M30,5,Battery  life is amazing,"A really good product for the price, contains lots of features for customization. Battery life,sound quality is also good."
Samsung Galaxy M30,5,The world's best phone,"This is the real phone man....
Samsung is Samsung....
The real king 😘🙂🙃😉"
Samsung Galaxy M30,5,Best battery life and fast changing support,Got it just for huge battery life and fast charging rest everything is same as of other phones
Samsung Galaxy M30,3,Not for heavy usage,"Not smooth operative, lag in response."
Samsung Galaxy M30,3,"Worst piece, neither the company nor Amazon will help  after you purchase it.","Probably i received a defective product or i didn't know whether all are suffering  with the same model, this model can not be the product of Samsung's one.I strongly recommend not to purchase this one. You can purchase any other model"
Samsung Galaxy M30,4,Samsung M30,Touch screen could be a bit more sensitive
Samsung Galaxy M30,3,No ear phone,There is no ear phone with mobile.. plzzz help
Samsung Galaxy M30,2,Samsung m30,"Hi team
Yesterday i updated android 10
After that voice is not clear
I will give 1 rating out of 10
Dont update android 10
If you update means your mobile will get sim problems..
I need to change mobile."
Samsung Galaxy M30,3,Average phone,Worst delivery
Samsung Galaxy M30,2,Don't Go for It .. Its a bad choice.,"Poor camera quality , Too much hang problem, Fingerprint is not so responsive sometimes need to swipe many times to unlock. Face unlock is just scam .Does not display network speed in status bar . It does not have light sensor .This phone is a bad choice."
Samsung Galaxy M30,4,Overall,good.......
Samsung Galaxy M30,5,Good looks,GOOD review
Samsung Galaxy M30,1,Don't buy.,"😂
A touch mobile which aftenly stops working because of touch screen sensitivity. Don't buy even if u get it in 5,000. The problem started after 6 months of purchase. To restart the touch screen I click power button twice. Still it hangs sometimes. 🤷‍♂️🤦‍♂️."
Samsung Galaxy M30,4,Very good,All ok
Samsung Galaxy M30,4,Nothing is special at this price...,"Fingerprint reader doesn't work properly and camera quality not good compared to other brand, battery is good"
Samsung Galaxy M30,5,Fine,Every thing  is wow!
Samsung Galaxy M30,4,Super phone,I am like Samsung M30  phone. camera  battery  finger print face recogniton all applications are working super.. overall super
